# ========== OUTPUT ==========
# Cloudlet ID    STATUS    Data center ID    VM ID        Time    Start Time    Finish Time    Submission Time    Processing Cost
    3512        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3516        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3532        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3896        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3960        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    3988        SUCCESS        2            0            1.5        0.1            1.6        0.1        3
    47        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    95        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    211        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    251        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    543        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    559        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    1099        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    1103        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    1143        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    1495        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    2319        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    2719        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    2839        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    3295        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    3579        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    3775        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    3827        SUCCESS        3            3            1.5        0.1            1.6        0.1        3
    151        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    415        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    519        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    683        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    759        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    811        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1251        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1407        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1519        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1531        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1651        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1911        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    1931        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2027        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2095        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2463        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2487        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2591        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2863        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    2995        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3063        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3203        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3523        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3607        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3635        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3739        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3743        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    3943        SUCCESS        3            3            1.62        0.1            1.72        0.1        3
    63        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    239        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    387        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    603        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
    855        SUCCESS        3            3            1.75        0.1            1.85        0.1        3
